dataset_name,dataset_layer,check_name,status,issue_count,affected_columns,detail,sample_values
plan_monthly,canonical_source,required_columns_present,pass,0,site_id; period; throughput_tonnes_plan; head_grade_pct_plan; recovery_pct_plan; unit_cost_usd_per_tonne_plan; copper_price_usd_per_lb_plan; tc_rc_usd_per_lb_plan; payable_percent_plan; sustaining_capex_usd_plan; working_capital_change_usd_plan,All required columns are present.,
plan_monthly,canonical_source,required_values_complete,pass,0,site_id; period; throughput_tonnes_plan; head_grade_pct_plan; recovery_pct_plan; unit_cost_usd_per_tonne_plan; copper_price_usd_per_lb_plan; tc_rc_usd_per_lb_plan; payable_percent_plan; sustaining_capex_usd_plan; working_capital_change_usd_plan,Required columns have no missing values.,
plan_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period,No duplicate grain rows detected.,
plan_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
plan_monthly,canonical_source,period_sequence_complete,pass,0,site_id; period,Monthly periods are contiguous within each observed key sequence.,
plan_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
plan_monthly,canonical_source,numeric_ranges_valid,pass,0,throughput_tonnes_plan; head_grade_pct_plan; recovery_pct_plan; unit_cost_usd_per_tonne_plan; copper_price_usd_per_lb_plan; tc_rc_usd_per_lb_plan; payable_percent_plan; sustaining_capex_usd_plan; working_capital_change_usd_plan,Numeric values remain inside expected public-safe bounds.,
actual_production_monthly,canonical_source,required_columns_present,pass,0,site_id; period; throughput_tonnes_actual; copper_production_tonnes_actual,All required columns are present.,
actual_production_monthly,canonical_source,required_values_complete,pass,0,site_id; period; throughput_tonnes_actual; copper_production_tonnes_actual,Required columns have no missing values.,
actual_production_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period,No duplicate grain rows detected.,
actual_production_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
actual_production_monthly,canonical_source,period_sequence_complete,pass,0,site_id; period,Monthly periods are contiguous within each observed key sequence.,
actual_production_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
actual_production_monthly,canonical_source,numeric_ranges_valid,pass,0,throughput_tonnes_actual; copper_production_tonnes_actual,Numeric values remain inside expected public-safe bounds.,
plant_performance_monthly,canonical_source,required_columns_present,pass,0,site_id; period; head_grade_pct_actual; recovery_pct_actual,All required columns are present.,
plant_performance_monthly,canonical_source,required_values_complete,pass,0,site_id; period; head_grade_pct_actual; recovery_pct_actual,Required columns have no missing values.,
plant_performance_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period,No duplicate grain rows detected.,
plant_performance_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
plant_performance_monthly,canonical_source,period_sequence_complete,pass,0,site_id; period,Monthly periods are contiguous within each observed key sequence.,
plant_performance_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
plant_performance_monthly,canonical_source,numeric_ranges_valid,pass,0,head_grade_pct_actual; recovery_pct_actual; availability_pct_actual; utilization_pct_actual; downtime_hours_actual,Numeric values remain inside expected public-safe bounds.,
cost_actuals_monthly,canonical_source,required_columns_present,pass,0,site_id; period; mining_cost_usd_actual; processing_cost_usd_actual; ga_cost_usd_actual; sustaining_capex_usd_actual; working_capital_change_usd_actual,All required columns are present.,
cost_actuals_monthly,canonical_source,required_values_complete,pass,0,site_id; period; mining_cost_usd_actual; processing_cost_usd_actual; ga_cost_usd_actual; sustaining_capex_usd_actual; working_capital_change_usd_actual,Required columns have no missing values.,
cost_actuals_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period,No duplicate grain rows detected.,
cost_actuals_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
cost_actuals_monthly,canonical_source,period_sequence_complete,pass,0,site_id; period,Monthly periods are contiguous within each observed key sequence.,
cost_actuals_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
cost_actuals_monthly,canonical_source,numeric_ranges_valid,pass,0,mining_cost_usd_actual; processing_cost_usd_actual; ga_cost_usd_actual; maintenance_cost_usd_actual; logistics_cost_usd_actual; sustaining_capex_usd_actual; working_capital_change_usd_actual,Numeric values remain inside expected public-safe bounds.,
market_prices_monthly,canonical_source,required_columns_present,pass,0,site_id; period; copper_price_usd_per_lb_actual; tc_rc_usd_per_lb_actual; payable_percent_actual,All required columns are present.,
market_prices_monthly,canonical_source,required_values_complete,pass,0,site_id; period; copper_price_usd_per_lb_actual; tc_rc_usd_per_lb_actual; payable_percent_actual,Required columns have no missing values.,
market_prices_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period,No duplicate grain rows detected.,
market_prices_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
market_prices_monthly,canonical_source,period_sequence_complete,pass,0,site_id; period,Monthly periods are contiguous within each observed key sequence.,
market_prices_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
market_prices_monthly,canonical_source,numeric_ranges_valid,pass,0,copper_price_usd_per_lb_actual; tc_rc_usd_per_lb_actual; payable_percent_actual,Numeric values remain inside expected public-safe bounds.,
process_driver_monthly,canonical_source,required_columns_present,pass,0,site_id; period; process_area; ore_source; stockpile_flag; ore_mix_pct; throughput_tonnes_plan; throughput_tonnes_actual; copper_production_tonnes_plan; copper_production_tonnes_actual; availability_pct; downtime_hours,All required columns are present.,
process_driver_monthly,canonical_source,required_values_complete,pass,0,site_id; period; process_area; ore_source; stockpile_flag; ore_mix_pct; throughput_tonnes_plan; throughput_tonnes_actual; copper_production_tonnes_plan; copper_production_tonnes_actual; availability_pct; downtime_hours,Required columns have no missing values.,
process_driver_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period; process_area,No duplicate grain rows detected.,
process_driver_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
process_driver_monthly,canonical_source,period_sequence_complete,pass,0,site_id; process_area; period,Monthly periods are contiguous within each observed key sequence.,
process_driver_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
process_driver_monthly,canonical_source,numeric_ranges_valid,pass,0,ore_mix_pct; throughput_tonnes_plan; throughput_tonnes_actual; copper_production_tonnes_plan; copper_production_tonnes_actual; availability_pct; downtime_hours,Numeric values remain inside expected public-safe bounds.,
cost_center_monthly,canonical_source,required_columns_present,pass,0,site_id; period; cost_center; cost_usd_plan; cost_usd_actual,All required columns are present.,
cost_center_monthly,canonical_source,required_values_complete,pass,0,site_id; period; cost_center; cost_usd_plan; cost_usd_actual,Required columns have no missing values.,
cost_center_monthly,canonical_source,duplicate_keys_absent,pass,0,site_id; period; cost_center,No duplicate grain rows detected.,
cost_center_monthly,canonical_source,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
cost_center_monthly,canonical_source,period_sequence_complete,pass,0,site_id; cost_center; period,Monthly periods are contiguous within each observed key sequence.,
cost_center_monthly,canonical_source,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
cost_center_monthly,canonical_source,numeric_ranges_valid,pass,0,cost_usd_plan; cost_usd_actual,Numeric values remain inside expected public-safe bounds.,
kpi_monthly_summary,canonical_output,required_columns_present,pass,0,site_id; period; month_start_date; calendar_year; calendar_month; calendar_quarter; plan_version; data_classification; sample_data_flag; overall_alert_level; critical_alert_count; warning_alert_count; primary_alert_metric; primary_alert_message; throughput_tonnes_plan; throughput_tonnes_actual; throughput_tonnes_variance; throughput_tonnes_variance_pct; head_grade_pct_plan; head_grade_pct_actual; head_grade_pct_variance; head_grade_pct_variance_pct; recovery_pct_plan; recovery_pct_actual; recovery_pct_variance; recovery_pct_variance_pct; copper_production_tonnes_plan; copper_production_tonnes_actual; copper_production_tonnes_variance; copper_production_tonnes_variance_pct; copper_price_usd_per_lb_plan; copper_price_usd_per_lb_actual; copper_price_usd_per_lb_variance; copper_price_usd_per_lb_variance_pct; net_realized_price_usd_per_lb_plan; net_realized_price_usd_per_lb_actual; net_realized_price_usd_per_lb_variance; net_realized_price_usd_per_lb_variance_pct; unit_cost_usd_per_tonne_plan; unit_cost_usd_per_tonne_actual; unit_cost_usd_per_tonne_variance; unit_cost_usd_per_tonne_variance_pct; operating_cost_usd_plan; operating_cost_usd_actual; operating_cost_usd_variance; operating_cost_usd_variance_pct; revenue_proxy_usd_plan; revenue_proxy_usd_actual; revenue_proxy_usd_variance; revenue_proxy_usd_variance_pct; ebitda_proxy_usd_plan; ebitda_proxy_usd_actual; ebitda_proxy_usd_variance; ebitda_proxy_usd_variance_pct; operating_cash_flow_proxy_usd_plan; operating_cash_flow_proxy_usd_actual; operating_cash_flow_proxy_usd_variance; operating_cash_flow_proxy_usd_variance_pct; free_cash_flow_proxy_usd_plan; free_cash_flow_proxy_usd_actual; free_cash_flow_proxy_usd_variance; free_cash_flow_proxy_usd_variance_pct; sustaining_capex_usd_plan; sustaining_capex_usd_actual; sustaining_capex_usd_variance; sustaining_capex_usd_variance_pct; working_capital_change_usd_plan; working_capital_change_usd_actual; working_capital_change_usd_variance; working_capital_change_usd_variance_pct,All required columns are present.,
kpi_monthly_summary,canonical_output,required_values_complete,pass,0,site_id; period; month_start_date; calendar_year; calendar_month; calendar_quarter; plan_version; data_classification; sample_data_flag; overall_alert_level; critical_alert_count; warning_alert_count; primary_alert_metric; primary_alert_message; throughput_tonnes_plan; throughput_tonnes_actual; throughput_tonnes_variance; throughput_tonnes_variance_pct; head_grade_pct_plan; head_grade_pct_actual; head_grade_pct_variance; head_grade_pct_variance_pct; recovery_pct_plan; recovery_pct_actual; recovery_pct_variance; recovery_pct_variance_pct; copper_production_tonnes_plan; copper_production_tonnes_actual; copper_production_tonnes_variance; copper_production_tonnes_variance_pct; copper_price_usd_per_lb_plan; copper_price_usd_per_lb_actual; copper_price_usd_per_lb_variance; copper_price_usd_per_lb_variance_pct; net_realized_price_usd_per_lb_plan; net_realized_price_usd_per_lb_actual; net_realized_price_usd_per_lb_variance; net_realized_price_usd_per_lb_variance_pct; unit_cost_usd_per_tonne_plan; unit_cost_usd_per_tonne_actual; unit_cost_usd_per_tonne_variance; unit_cost_usd_per_tonne_variance_pct; operating_cost_usd_plan; operating_cost_usd_actual; operating_cost_usd_variance; operating_cost_usd_variance_pct; revenue_proxy_usd_plan; revenue_proxy_usd_actual; revenue_proxy_usd_variance; revenue_proxy_usd_variance_pct; ebitda_proxy_usd_plan; ebitda_proxy_usd_actual; ebitda_proxy_usd_variance; ebitda_proxy_usd_variance_pct; operating_cash_flow_proxy_usd_plan; operating_cash_flow_proxy_usd_actual; operating_cash_flow_proxy_usd_variance; operating_cash_flow_proxy_usd_variance_pct; free_cash_flow_proxy_usd_plan; free_cash_flow_proxy_usd_actual; free_cash_flow_proxy_usd_variance; free_cash_flow_proxy_usd_variance_pct; sustaining_capex_usd_plan; sustaining_capex_usd_actual; sustaining_capex_usd_variance; sustaining_capex_usd_variance_pct; working_capital_change_usd_plan; working_capital_change_usd_actual; working_capital_change_usd_variance; working_capital_change_usd_variance_pct,Required columns have no missing values.,
kpi_monthly_summary,canonical_output,duplicate_keys_absent,pass,0,site_id; period,No duplicate grain rows detected.,
kpi_monthly_summary,canonical_output,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
kpi_monthly_summary,canonical_output,period_sequence_complete,pass,0,site_id; period,Monthly periods are contiguous within each observed key sequence.,
kpi_monthly_summary,canonical_output,month_fields_consistent,pass,0,calendar_year; period; month_start_date; calendar_month,Derived month fields align with the reporting period.,
kpi_monthly_summary,canonical_output,numeric_ranges_valid,pass,0,calendar_year; calendar_month; calendar_quarter; critical_alert_count; warning_alert_count; downtime_hours_actual; stockpile_feed_pct_actual; primary_process_area_downtime_hours; site_production_gap_tonnes; site_production_gap_share_pct; site_positive_cost_variance_usd; site_cost_pressure_share_pct; top_cost_center_variance_usd; top_cost_center_margin_pressure_share_pct; throughput_tonnes_plan; throughput_tonnes_actual; throughput_tonnes_variance; throughput_tonnes_variance_pct; head_grade_pct_plan; head_grade_pct_actual; head_grade_pct_variance; head_grade_pct_variance_pct; recovery_pct_plan; recovery_pct_actual; recovery_pct_variance; recovery_pct_variance_pct; copper_production_tonnes_plan; copper_production_tonnes_actual; copper_production_tonnes_variance; copper_production_tonnes_variance_pct; copper_price_usd_per_lb_plan; copper_price_usd_per_lb_actual; copper_price_usd_per_lb_variance; copper_price_usd_per_lb_variance_pct; net_realized_price_usd_per_lb_plan; net_realized_price_usd_per_lb_actual; net_realized_price_usd_per_lb_variance; net_realized_price_usd_per_lb_variance_pct; unit_cost_usd_per_tonne_plan; unit_cost_usd_per_tonne_actual; unit_cost_usd_per_tonne_variance; unit_cost_usd_per_tonne_variance_pct; operating_cost_usd_plan; operating_cost_usd_actual; operating_cost_usd_variance; operating_cost_usd_variance_pct; revenue_proxy_usd_plan; revenue_proxy_usd_actual; revenue_proxy_usd_variance; revenue_proxy_usd_variance_pct; ebitda_proxy_usd_plan; ebitda_proxy_usd_actual; ebitda_proxy_usd_variance; ebitda_proxy_usd_variance_pct; operating_cash_flow_proxy_usd_plan; operating_cash_flow_proxy_usd_actual; operating_cash_flow_proxy_usd_variance; operating_cash_flow_proxy_usd_variance_pct; free_cash_flow_proxy_usd_plan; free_cash_flow_proxy_usd_actual; free_cash_flow_proxy_usd_variance; free_cash_flow_proxy_usd_variance_pct; sustaining_capex_usd_plan; sustaining_capex_usd_actual; sustaining_capex_usd_variance; sustaining_capex_usd_variance_pct; working_capital_change_usd_plan; working_capital_change_usd_actual; working_capital_change_usd_variance; working_capital_change_usd_variance_pct,Numeric values remain inside expected public-safe bounds.,
dim_site,semantic_dimension,required_columns_present,pass,0,site_id; site_name; site_sort_order,All required columns are present.,
dim_site,semantic_dimension,required_values_complete,pass,0,site_id; site_name; site_sort_order,Required columns have no missing values.,
dim_site,semantic_dimension,duplicate_keys_absent,pass,0,site_id,No duplicate grain rows detected.,
dim_site,semantic_dimension,period_values_valid,not_applicable,0,,No period columns defined for this dataset.,
dim_site,semantic_dimension,period_sequence_complete,not_applicable,0,,Period-sequence checks require a canonical period column.,
dim_site,semantic_dimension,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
dim_site,semantic_dimension,numeric_ranges_valid,pass,0,site_sort_order,Numeric values remain inside expected public-safe bounds.,
dim_month,semantic_dimension,required_columns_present,pass,0,period; month_start_date; calendar_year; calendar_month; calendar_quarter; month_label; quarter_label; month_sort_order,All required columns are present.,
dim_month,semantic_dimension,required_values_complete,pass,0,period; month_start_date; calendar_year; calendar_month; calendar_quarter; month_label; quarter_label; month_sort_order,Required columns have no missing values.,
dim_month,semantic_dimension,duplicate_keys_absent,pass,0,period,No duplicate grain rows detected.,
dim_month,semantic_dimension,period_values_valid,pass,0,period,Monthly period values are valid and parseable.,
dim_month,semantic_dimension,period_sequence_complete,pass,0,period,Monthly periods are contiguous within each observed key sequence.,
dim_month,semantic_dimension,month_fields_consistent,pass,0,calendar_year; period; month_start_date; calendar_month,Derived month fields align with the reporting period.,
dim_month,semantic_dimension,numeric_ranges_valid,pass,0,calendar_year; calendar_month; calendar_quarter; month_sort_order,Numeric values remain inside expected public-safe bounds.,
dim_process_area,semantic_dimension,required_columns_present,pass,0,process_area; process_area_sort_order,All required columns are present.,
dim_process_area,semantic_dimension,required_values_complete,pass,0,process_area; process_area_sort_order,Required columns have no missing values.,
dim_process_area,semantic_dimension,duplicate_keys_absent,pass,0,process_area,No duplicate grain rows detected.,
dim_process_area,semantic_dimension,period_values_valid,not_applicable,0,,No period columns defined for this dataset.,
dim_process_area,semantic_dimension,period_sequence_complete,not_applicable,0,,Period-sequence checks require a canonical period column.,
dim_process_area,semantic_dimension,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
dim_process_area,semantic_dimension,numeric_ranges_valid,pass,0,process_area_sort_order,Numeric values remain inside expected public-safe bounds.,
dim_cost_center,semantic_dimension,required_columns_present,pass,0,cost_center; cost_center_sort_order,All required columns are present.,
dim_cost_center,semantic_dimension,required_values_complete,pass,0,cost_center; cost_center_sort_order,Required columns have no missing values.,
dim_cost_center,semantic_dimension,duplicate_keys_absent,pass,0,cost_center,No duplicate grain rows detected.,
dim_cost_center,semantic_dimension,period_values_valid,not_applicable,0,,No period columns defined for this dataset.,
dim_cost_center,semantic_dimension,period_sequence_complete,not_applicable,0,,Period-sequence checks require a canonical period column.,
dim_cost_center,semantic_dimension,month_fields_consistent,not_applicable,0,,"Derived month-field checks require period, month_start_date, calendar_year, and calendar_month.",
dim_cost_center,semantic_dimension,numeric_ranges_valid,pass,0,cost_center_sort_order,Numeric values remain inside expected public-safe bounds.,
