site_id,period,throughput_tonnes_plan,head_grade_pct_plan,recovery_pct_plan,unit_cost_usd_per_tonne_plan,copper_price_usd_per_lb_plan,tc_rc_usd_per_lb_plan,payable_percent_plan,sustaining_capex_usd_plan,working_capital_change_usd_plan,plan_version,throughput_tonnes_actual,copper_production_tonnes_actual,head_grade_pct_actual,recovery_pct_actual,availability_pct_actual,utilization_pct_actual,downtime_hours_actual,mining_cost_usd_actual,processing_cost_usd_actual,ga_cost_usd_actual,sustaining_capex_usd_actual,working_capital_change_usd_actual,copper_price_usd_per_lb_actual,tc_rc_usd_per_lb_actual,payable_percent_actual,benchmark_price_name,month_start_date,calendar_year,calendar_month,calendar_quarter,month_label,operating_cost_usd_plan,operating_cost_usd_actual,unit_cost_usd_per_tonne_actual,copper_production_tonnes_plan,net_realized_price_usd_per_lb_plan,net_realized_price_usd_per_lb_actual,revenue_proxy_usd_plan,revenue_proxy_usd_actual,ebitda_proxy_usd_plan,ebitda_proxy_usd_actual,operating_cash_flow_proxy_usd_plan,operating_cash_flow_proxy_usd_actual,free_cash_flow_proxy_usd_plan,free_cash_flow_proxy_usd_actual,throughput_tonnes_variance,throughput_tonnes_variance_pct,head_grade_pct_variance,head_grade_pct_variance_pct,recovery_pct_variance,recovery_pct_variance_pct,copper_production_tonnes_variance,copper_production_tonnes_variance_pct,copper_price_usd_per_lb_variance,copper_price_usd_per_lb_variance_pct,net_realized_price_usd_per_lb_variance,net_realized_price_usd_per_lb_variance_pct,unit_cost_usd_per_tonne_variance,unit_cost_usd_per_tonne_variance_pct,operating_cost_usd_variance,operating_cost_usd_variance_pct,revenue_proxy_usd_variance,revenue_proxy_usd_variance_pct,ebitda_proxy_usd_variance,ebitda_proxy_usd_variance_pct,operating_cash_flow_proxy_usd_variance,operating_cash_flow_proxy_usd_variance_pct,free_cash_flow_proxy_usd_variance,free_cash_flow_proxy_usd_variance_pct,sustaining_capex_usd_variance,sustaining_capex_usd_variance_pct,working_capital_change_usd_variance,working_capital_change_usd_variance_pct,site_name,data_classification,sample_data_flag,critical_alert_count,warning_alert_count,primary_alert_metric,primary_alert_message,overall_alert_level,stockpile_feed_pct_actual,primary_process_area,primary_ore_source,primary_process_area_downtime_hours,top_cost_center,top_cost_center_variance_usd,top_cost_center_margin_pressure_share_pct,site_positive_cost_variance_usd,site_production_gap_tonnes,site_production_gap_share_pct,site_cost_pressure_share_pct
demo_north_concentrator,2025-12,263900,0.79,87.4,17.45,4.08,0.25,96.5,1848000,378000,sample_demo_budget_2025,264910,1764,0.765,87.05,91.1,88.8,55,2296700,1767000,651900,1960000,486000,4.04,0.245,96.6,sample_lme_proxy,2025-12-01,2025,12,4,Dec 2025,4605055.0,4715600,17.800762523121058,1822.1239400000006,3.83,3.795,14846984.69695763,14256789.813293355,10241929.69695763,9541189.813293355,9863929.69695763,9055189.813293355,8015929.696957629,7095189.813293355,1010,0.0038272072754831376,-0.025000000000000022,-0.031645569620253194,-0.3500000000000085,-0.004004576659038999,-58.12394000000063,-0.03189900463082693,-0.040000000000000036,-0.00980392156862746,-0.03500000000000014,-0.009138381201044423,0.35076252312105893,0.020101004190318565,110545.0,0.024005142175283465,-590194.8836642746,-0.03975183484800213,-700739.8836642746,-0.06841873596070766,-808739.8836642746,-0.08198962366020486,-920739.8836642746,-0.11486376733240722,112000,0.06060606060606061,108000,0.2857142857142857,Demo North Concentrator,sample_demo_monthly_monitoring,True,1,6,Copper Production,Copper Production is 3.2% below plan.,critical,48.0,Grinding & Flotation,north_blend_stockpile,34,Mine Operations,270476,1.0,270476,58.12394000000063,0.3993452642576132,0.9383122064261876
demo_south_concentrator,2025-01,172200,0.679,87.076,19.021,3.92,0.25,96.5,1408000,552000,sample_demo_budget_2025,163180,912,0.654,85.44,87.385,85.361,83,1437750,1225500,535800,1496000,598000,3.851,0.267,96.356,sample_lme_proxy,2025-01-01,2025,1,1,Jan 2025,3275416.2,3199050,19.604424561833557,1018.12568088,3.67,3.584,7949302.597666195,6943458.781023474,4673886.3976661945,3744408.7810234744,4121886.3976661945,3146408.7810234744,2713886.3976661945,1650408.7810234744,-9020,-0.05238095238095238,-0.025000000000000022,-0.03681885125184097,-1.6359999999999957,-0.01878818503376356,-106.12568088,-0.10423632648993986,-0.06899999999999995,-0.01760204081632652,-0.08599999999999985,-0.02343324250681195,0.5834245618335565,0.030672654530968745,-76366.20000000019,-0.023314960706367693,-1005843.8166427203,-0.1265323346651846,-929477.6166427201,-0.1988661121731232,-975477.6166427201,-0.23665805471859533,-1063477.61664272,-0.39186519286778443,88000,0.0625,46000,0.08333333333333333,Demo South Concentrator,sample_demo_monthly_monitoring,True,5,3,Copper Production,Copper Production is 10.4% below plan.,critical,0.0,Grinding & Flotation,fresh_pit_south,51,Site Services & G&A,11733,1.0,11733,106.12568088,0.5160834167612831,0.047726357494132336
demo_south_concentrator,2025-02,170100,0.699,87.276,18.821,3.98,0.25,96.5,1320000,368000,sample_demo_budget_2025,164410,968,0.684,86.04,88.085,86.061,79,1385100,1212600,517000,1364000,460000,3.921,0.257,96.356,sample_lme_proxy,2025-02-01,2025,2,1,Feb 2025,3201452.1,3114700,18.94471139225108,1037.71076724,3.73,3.6639999999999997,8234680.0082728285,7534316.23446818,5033227.908272829,4419616.23446818,4665227.908272829,3959616.2344681798,3345227.908272829,2595616.2344681798,-5690,-0.033450911228689005,-0.014999999999999902,-0.02145922746781102,-1.23599999999999,-0.014161968926165155,-69.71076724,-0.06717745391175786,-0.05900000000000016,-0.014824120603015117,-0.06600000000000028,-0.017694369973190426,0.12371139225107797,0.0065730509670622154,-86752.1000000001,-0.02709773480602758,-700363.7738046488,-0.08505051478637184,-613611.6738046492,-0.12191215756315957,-705611.6738046492,-0.151249132449326,-749611.6738046492,-0.224083887364099,44000,0.03333333333333333,92000,0.25,Demo South Concentrator,sample_demo_monthly_monitoring,True,6,2,Copper Production,Copper Production is 6.7% below plan.,critical,0.0,Grinding & Flotation,fresh_pit_south,49,Site Services & G&A,4768,1.0,4768,69.71076724,0.6186152502052168,0.02324730983573786
demo_south_concentrator,2025-03,170150,0.687,87.588,18.648,4.05,0.25,96.5,1364000,276000,sample_demo_budget_2025,163200,949,0.672,86.525,87.9,86.4,80,1366700,1184400,531100,1320000,322000,3.99,0.258,96.35,sample_lme_proxy,2025-03-01,2025,3,1,Mar 2025,3172957.1999999997,3082200,18.886029411764707,1023.8428463399999,3.8,3.732,8277105.096655096,7523047.881078544,5104147.896655096,4440847.881078544,4828147.896655096,4118847.881078544,3464147.8966550957,2798847.881078544,-6950,-0.040846312077578606,-0.015000000000000013,-0.021834061135371195,-1.0629999999999882,-0.012136365712197884,-74.84284633999994,-0.07309993580318083,-0.05999999999999961,-0.014814814814814718,-0.06799999999999962,-0.017894736842105165,0.23802941176470682,0.012764339970222374,-90757.19999999972,-0.02860334832124421,-754057.2155765519,-0.09110156350210871,-663300.0155765517,-0.12995313400131536,-709300.0155765517,-0.14690933889327404,-665300.0155765517,-0.19205300565225594,-44000,-0.03225806451612903,46000,0.16666666666666666,Demo South Concentrator,sample_demo_monthly_monitoring,True,5,3,Copper Production,Copper Production is 7.3% below plan.,critical,0.0,Grinding & Flotation,fresh_pit_south,50,Site Services & G&A,23427,1.0,23427,74.84284633999994,0.5863041805318336,0.10366158543330604
demo_south_concentrator,2025-04,172200,0.707,87.888,18.548,4.12,0.25,96.5,1320000,184000,sample_demo_budget_2025,166800,1015,0.703,86.625,88.5,86.7,76,1386450,1201200,545200,1408000,230000,4.07,0.247,96.35,sample_lme_proxy,2025-04-01,2025,4,2,Apr 2025,3193965.5999999996,3132850,18.78207434052758,1069.99597152,3.87,3.8230000000000004,8809569.383722736,8242449.950165777,5615603.783722736,5109599.950165777,5431603.783722736,4879599.950165777,4111603.783722736,3471599.9501657765,-5400,-0.0313588850174216,-0.0040000000000000036,-0.005657708628005663,-1.2630000000000052,-0.014370562534134412,-54.99597152000001,-0.051398297735527544,-0.04999999999999982,-0.012135922330097044,-0.04699999999999971,-0.012144702842377186,0.23407434052758092,0.012619923470324614,-61115.59999999963,-0.0191347082761316,-567119.433556959,-0.06437538645246546,-506003.8335569594,-0.09010675486465959,-552003.8335569594,-0.10162814806396366,-640003.8335569594,-0.15565795422473463,88000,0.06666666666666667,46000,0.25,Demo South Concentrator,sample_demo_monthly_monitoring,True,4,3,Copper Production,Copper Production is 5.1% below plan.,critical,0.0,Grinding & Flotation,fresh_pit_south,47,Site Services & G&A,34165,1.0,34165,54.99597152000001,0.740206656545536,0.13392419651361978
demo_south_concentrator,2025-05,171200,0.715,88.3,18.475,4.18,0.25,96.5,1408000,138000,sample_demo_budget_2025,164190,1018,0.711,87.209,89.01,87.136,73,1343650,1176700,540500,1452000,184000,4.189,0.248,96.344,sample_lme_proxy,2025-05-01,2025,5,2,May 2025,3162920.0000000005,3060850,18.642121931908154,1080.86264,3.9299999999999997,3.941,9037007.21215896,8521443.045265833,5874087.212158959,5460593.045265833,5736087.212158959,5276593.045265833,4328087.212158959,3824593.045265833,-7010,-0.04094626168224299,-0.0040000000000000036,-0.0055944055944056,-1.090999999999994,-0.012355605889014654,-62.862640000000056,-0.05815969363137582,0.009000000000000341,0.002153110047846972,0.01100000000000012,0.0027989821882951965,0.16712193190815228,0.009045842051862098,-102070.00000000047,-0.032270813046172665,-515564.16689312644,-0.05705032150460762,-413494.16689312644,-0.07039292267183601,-459494.16689312644,-0.08010585437388794,-503494.16689312644,-0.11633179790801185,44000,0.03125,46000,0.3333333333333333,Demo South Concentrator,sample_demo_monthly_monitoring,True,2,5,Copper Production,Copper Production is 5.8% below plan.,critical,49.0,Grinding & Flotation,south_stockpile_blend,45,Site Services & G&A,34433,1.0,34433,62.862640000000056,0.6542821101012909,0.15624943277730383
demo_south_concentrator,2025-06,172800,0.735,88.5,18.375,4.22,0.25,96.5,1496000,92000,sample_demo_budget_2025,167310,1055,0.721,87.509,88.81,87.436,74,1366750,1184900,549900,1540000,138000,4.259,0.248,96.344,sample_lme_proxy,2025-06-01,2025,6,2,Jun 2025,3175200.0,3101550,18.537744306975075,1124.0208,3.9699999999999998,4.011,9493501.590078313,8988020.50220171,6318301.590078313,5886470.50220171,6226301.590078313,5748470.50220171,4730301.590078313,4208470.50220171,-5490,-0.03177083333333333,-0.014000000000000012,-0.019047619047619063,-0.9909999999999997,-0.011197740112994346,-69.02080000000001,-0.06140526936868073,0.03900000000000059,0.009241706161137581,0.04100000000000037,0.010327455919395559,0.1627443069750747,0.008856833032657127,-73650.0,-0.02319538926681784,-505481.087876603,-0.05324495741433096,-431831.087876603,-0.06834607081034424,-477831.087876603,-0.07674396766100001,-521831.087876603,-0.11031666331193986,44000,0.029411764705882353,46000,0.5,Demo South Concentrator,sample_demo_monthly_monitoring,True,2,5,Copper Production,Copper Production is 6.1% below plan.,critical,49.0,Grinding & Flotation,south_stockpile_blend,46,Site Services & G&A,41868,1.0,41868,69.02080000000001,0.6536159638782387,0.1624112649831258
demo_south_concentrator,2025-07,175200,0.745,88.7,18.275,4.25,0.25,96.5,1452000,46000,sample_demo_budget_2025,169260,1085,0.731,87.709,88.61,87.836,75,1401400,1205400,559300,1584000,92000,4.289,0.238,96.344,sample_lme_proxy,2025-07-01,2025,7,3,Jul 2025,3201779.9999999995,3166100,18.7055417700579,1157.7478800000001,4.0,4.051,9852253.063256955,9335786.561847042,6650473.063256955,6169686.561847042,6604473.063256955,6077686.561847042,5152473.063256955,4493686.561847042,-5940,-0.033904109589041095,-0.014000000000000012,-0.018791946308724848,-0.9909999999999997,-0.011172491544532127,-72.74788000000012,-0.06283568405238636,0.0389999999999997,0.009176470588235223,0.051000000000000156,0.012750000000000039,0.43054177005789995,0.023559057185110806,-35679.999999999534,-0.011143801260548676,-516466.5014099125,-0.05242115667288586,-480786.5014099125,-0.07229357924418922,-526786.5014099125,-0.07976207887660473,-658786.5014099125,-0.12785831062520564,132000,0.09090909090909091,46000,1.0,Demo South Concentrator,sample_demo_monthly_monitoring,True,2,6,Copper Production,Copper Production is 6.3% below plan.,critical,51.0,Grinding & Flotation,south_stockpile_blend,47,Site Services & G&A,47015,1.0,47015,72.74788000000012,0.6357824415805986,0.15540813021029598
demo_south_concentrator,2025-08,176000,0.755,88.8,18.175,4.28,0.25,96.5,1408000,46000,sample_demo_budget_2025,170040,1122,0.751,87.909,89.21,88.236,71,1386000,1201300,554600,1452000,92000,4.319,0.238,96.344,sample_lme_proxy,2025-08-01,2025,8,3,Aug 2025,3198800.0,3141900,18.47741707833451,1179.9744,4.03,4.0809999999999995,10116707.74550848,9725644.357912038,6917907.745508481,6583744.3579120375,6871907.745508481,6491744.3579120375,5463907.745508481,5039744.3579120375,-5960,-0.03386363636363637,-0.0040000000000000036,-0.005298013245033117,-0.8909999999999911,-0.010033783783783685,-57.97440000000006,-0.049131913370324014,0.0389999999999997,0.009112149532710211,0.05099999999999927,0.012655086848635054,0.3024170783345106,0.01663917900052328,-56900.0,-0.017787920470176317,-391063.3875964433,-0.03865520260482605,-334163.3875964433,-0.04830411157382117,-380163.3875964433,-0.0553213753262215,-424163.3875964433,-0.07763004196861123,44000,0.03125,46000,1.0,Demo South Concentrator,sample_demo_monthly_monitoring,True,1,4,Copper Production,Copper Production is 4.9% below plan.,critical,51.0,Grinding & Flotation,south_stockpile_blend,44,Site Services & G&A,42792,1.0,42792,57.97440000000006,0.7855184000867185,0.1548953175223699
demo_south_concentrator,2025-09,182040,0.747,88.688,18.248,4.24,0.25,96.5,1364000,92000,sample_demo_budget_2025,172000,1080,0.723,87.025,87.7,86.4,81,1449650,1226400,559300,1496000,184000,4.15,0.247,96.35,sample_lme_proxy,2025-09-01,2025,9,3,Sep 2025,3321865.9200000004,3235350,18.81017441860465,1206.0138349439999,3.99,3.9030000000000005,10237331.305593187,8953818.46921776,6915465.385593187,5718468.4692177605,6823465.385593187,5534468.4692177605,5459465.385593187,4038468.4692177605,-10040,-0.055152713689299054,-0.02400000000000002,-0.03212851405622493,-1.6629999999999967,-0.018751127548259028,-126.01383494399988,-0.10448788504142759,-0.08999999999999986,-0.021226415094339587,-0.08699999999999974,-0.021804511278195424,0.5621744186046485,0.030807453891092088,-86515.92000000039,-0.026044374482158624,-1283512.8363754265,-0.12537572518280976,-1196996.9163754266,-0.1730898572450525,-1288996.9163754266,-0.18890649304046694,-1420996.9163754266,-0.26028133086533545,132000,0.0967741935483871,92000,1.0,Demo South Concentrator,sample_demo_monthly_monitoring,True,6,4,Copper Production,Copper Production is 10.4% below plan.,critical,51.0,Grinding & Flotation,south_stockpile_blend,50,Site Services & G&A,27801,1.0,27801,126.01383494399988,0.5130577821456647,0.10243514209601291
demo_south_concentrator,2025-10,183680,0.737,88.488,18.348,4.2,0.25,96.5,1320000,184000,sample_demo_budget_2025,176400,1128,0.733,87.425,88.6,87.3,75,1461500,1247400,559300,1364000,230000,4.23,0.247,96.35,sample_lme_proxy,2025-10-01,2025,10,4,Oct 2025,3370160.6399999997,3268200,18.527210884353742,1197.8811694079998,3.95,3.9830000000000005,10066358.804698322,9543449.604327349,6696198.164698322,6275249.604327349,6512198.164698322,6045249.604327349,5192198.164698322,4681249.604327349,-7280,-0.039634146341463415,-0.0040000000000000036,-0.005427408412483044,-1.0630000000000024,-0.012012928306663078,-69.88116940799978,-0.05833731357721858,0.03000000000000025,0.007142857142857202,0.03300000000000036,0.008354430379746926,0.17921088435374344,0.009767325286338753,-101960.63999999966,-0.03025394065488809,-522909.200370973,-0.05194621118878784,-420948.5603709733,-0.06286381466279947,-466948.5603709733,-0.0717036780149341,-510948.5603709733,-0.09840698374050993,44000,0.03333333333333333,46000,0.25,Demo South Concentrator,sample_demo_monthly_monitoring,True,2,5,Copper Production,Copper Production is 5.8% below plan.,critical,51.0,Grinding & Flotation,south_stockpile_blend,47,Site Services & G&A,20074,1.0,20074,69.88116940799978,0.685417744369621,0.07953721496919389
demo_south_concentrator,2025-11,189840,0.729,88.176,18.421,4.12,0.25,96.5,1408000,230000,sample_demo_budget_2025,183270,1136,0.714,86.84,88.285,86.961,77,1522800,1294300,573400,1496000,276000,4.061,0.257,96.356,sample_lme_proxy,2025-11-01,2025,11,4,Nov 2025,3497042.6399999997,3390500,18.500027282152015,1220.2972911359998,3.87,3.804,10047041.242370276,9179771.310179472,6549998.602370276,5789271.310179472,6319998.602370276,5513271.310179472,4911998.602370276,4017271.310179472,-6570,-0.03460809102402023,-0.015000000000000013,-0.020576131687242816,-1.3359999999999985,-0.015151515151515135,-84.29729113599979,-0.06907930694292184,-0.05900000000000016,-0.014320388349514603,-0.06600000000000028,-0.017054263565891545,0.07902728215201549,0.004290064717008604,-106542.63999999966,-0.030466497257236668,-867269.9321908038,-0.08632092884553537,-760727.2921908041,-0.11614159610896962,-806727.2921908041,-0.1276467516762181,-894727.2921908041,-0.18215137352829358,88000,0.0625,46000,0.2,Demo South Concentrator,sample_demo_monthly_monitoring,True,6,3,Copper Production,Copper Production is 6.9% below plan.,critical,51.0,Grinding & Flotation,south_stockpile_blend,48,Site Services & G&A,13873,1.0,13873,84.29729113599979,0.6170569422420022,0.05554888205522455
demo_south_concentrator,2025-12,191100,0.719,87.876,18.521,4.08,0.25,96.5,1452000,322000,sample_demo_budget_2025,184090,1120,0.704,86.44,87.685,86.361,81,1563300,1333000,578100,1540000,414000,3.991,0.257,96.356,sample_lme_proxy,2025-12-01,2025,12,4,Dec 2025,3539363.1,3474400,18.873377152479765,1207.42414884,3.83,3.734,9838303.238891952,8883934.720511805,6298940.138891952,5409534.720511805,5976940.138891952,4995534.720511805,4524940.138891952,3455534.7205118053,-7010,-0.03668236525379383,-0.015000000000000013,-0.0208623087621697,-1.436000000000007,-0.016341208065911137,-87.42414884000004,-0.07240549969452774,-0.08899999999999997,-0.02181372549019607,-0.09600000000000009,-0.025065274151436053,0.35237715247976453,0.019025816774459508,-64963.10000000009,-0.018354460439506785,-954368.5183801465,-0.09700539769982056,-889405.4183801468,-0.14119921745066819,-981405.4183801468,-0.1641986360201504,-1069405.4183801468,-0.23633581562518047,88000,0.06060606060606061,92000,0.2857142857142857,Demo South Concentrator,sample_demo_monthly_monitoring,True,6,3,Copper Production,Copper Production is 7.2% below plan.,critical,51.0,Grinding & Flotation,south_stockpile_blend,50,Site Services & G&A,11802,0.6637048700933529,17782,87.42414884000004,0.6006547357423868,0.06168779357381235
