site_id,site_name,period,month_start_date,calendar_year,calendar_month,calendar_quarter,month_label,cost_center,cost_usd_plan,cost_usd_actual,cost_variance_usd,cost_variance_pct,planned_cost_per_tonne,actual_cost_per_tonne,positive_cost_variance_usd,site_positive_cost_variance_usd,cost_center_margin_pressure_share_pct,overall_alert_level,primary_alert_metric,primary_alert_message,data_classification,sample_data_flag
demo_north_concentrator,Demo North Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Mine Operations,1878144,2112250,234106,0.12464752436447897,7.8979983179142135,8.9951878034239,234106,234106,1.0,critical,Copper Production,Copper Production is 6.4% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Process Plant,1707404,1624500,-82904,-0.04855558496993096,7.18,6.918064900775062,0,234106,0.0,critical,Copper Production,Copper Production is 6.4% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Site Services & G&A,682962,604200,-78762,-0.11532413223576128,2.8720016820857865,2.573034664849672,0,234106,0.0,critical,Copper Production,Copper Production is 6.4% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Mine Operations,1834569,2034900,200331,0.10919785519105578,7.81,8.600955239021092,200331,200331,1.0,critical,Head Grade,Head Grade is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Process Plant,1667790,1607400,-60390,-0.03620959473314986,7.1,6.794031869478845,0,200331,0.0,critical,Head Grade,Head Grade is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Site Services & G&A,667116,583000,-84116,-0.12608901600321384,2.84,2.464178536709075,0,200331,0.0,critical,Head Grade,Head Grade is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Mine Operations,1890732,2093300,202568,0.1071373415164074,7.722001225239943,8.551062091503267,202568,202568,1.0,warning,Head Grade,Head Grade is 3.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Process Plant,1718847,1635600,-83247,-0.048431884862352496,7.02,6.681372549019608,0,202568,0.0,warning,Head Grade,Head Grade is 3.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Site Services & G&A,687539,598900,-88639,-0.12892214114399328,2.8080008168266284,2.446486928104575,0,202568,0.0,warning,Head Grade,Head Grade is 3.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Mine Operations,1902608,2123550,220942,0.11612586512828707,7.677998385794996,8.487410071942445,220942,220942,1.0,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Process Plant,1729644,1658800,-70844,-0.040958717516436906,6.98,6.629896083133493,0,220942,0.0,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Site Services & G&A,691858,614800,-77058,-0.1113783464236881,2.792001614205004,2.457234212629896,0,220942,0.0,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Mine Operations,1960411,2146350,185939,0.09484694791041266,7.6339992211838,8.357735290681827,185939,185939,1.0,critical,Working Capital Change,Working Capital Change is 33.3% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Process Plant,1782192,1693300,-88892,-0.04987790316643773,6.94,6.593590592266656,0,185939,0.0,critical,Working Capital Change,Working Capital Change is 33.3% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Site Services & G&A,712877,609500,-103377,-0.14501379620888316,2.7760007788161993,2.3733499474319535,0,185939,0.0,critical,Working Capital Change,Working Capital Change is 33.3% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Mine Operations,1967328,2183250,215922,0.1097539403698824,7.59,8.342886621575147,215922,215922,1.0,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Process Plant,1788480,1705100,-83380,-0.04662059402397566,6.9,6.515724712446024,0,215922,0.0,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Site Services & G&A,715392,620100,-95292,-0.1332024959742351,2.76,2.369597615499255,0,215922,0.0,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Mine Operations,1983089,2238600,255511,0.12884494846171807,7.546000761035008,8.455843469063987,255511,255511,1.0,critical,Head Grade,Head Grade is 3.0% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Process Plant,1802808,1734600,-68208,-0.037834311806914545,6.86,6.552088841882602,0,255511,0.0,critical,Head Grade,Head Grade is 3.0% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Site Services & G&A,721123,630700,-90423,-0.1253919234305382,2.7439992389649923,2.382337387625595,0,255511,0.0,critical,Head Grade,Head Grade is 3.0% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Mine Operations,1980528,2214000,233472,0.11788371585758949,7.502,8.324560084223192,233472,233472,1.0,critical,Working Capital Change,Working Capital Change is 100.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Process Plant,1800480,1728700,-71780,-0.03986714653870079,6.82,6.4998496014438265,0,233472,0.0,critical,Working Capital Change,Working Capital Change is 100.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Site Services & G&A,720192,625400,-94792,-0.13162045676708434,2.728,2.3514814257783123,0,233472,0.0,critical,Working Capital Change,Working Capital Change is 100.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Mine Operations,1976750,2220350,243600,0.12323257872770962,7.545999389219729,8.606007751937984,243600,243600,1.0,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Process Plant,1797046,1693600,-103446,-0.057564469690814815,6.860001526950679,6.564341085271318,0,243600,0.0,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Site Services & G&A,718818,630700,-88118,-0.12258735869162987,2.7439990838295922,2.4445736434108527,0,243600,0.0,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Mine Operations,2006189,2238500,232311,0.1157971656708316,7.590000756658596,8.459939531368104,232311,232311,1.0,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Process Plant,1823808,1722600,-101208,-0.055492683440362144,6.9,6.510204081632653,0,232311,0.0,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Site Services & G&A,729523,630700,-98823,-0.13546248713200268,2.7599992433414045,2.3835978835978837,0,232311,0.0,critical,Working Capital Change,Working Capital Change is 25.0% above plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Mine Operations,2001329,2237200,235871,0.11785718390129758,7.633998321635643,8.482918135972396,235871,235871,1.0,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Process Plant,1819390,1715700,-103690,-0.056991629062487975,6.93999847421422,6.505517006028893,0,235871,0.0,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Site Services & G&A,727757,646600,-81157,-0.111516618871409,2.7760032041501375,2.45174989572669,0,235871,0.0,critical,Head Grade,Head Grade is 3.1% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Mine Operations,2026224,2296700,270476,0.1334877091575265,7.677999242137173,8.669736891774566,270476,270476,1.0,critical,Copper Production,Copper Production is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Process Plant,1842022,1767000,-75022,-0.04072806948016908,6.98,6.670189875806877,0,270476,0.0,critical,Copper Production,Copper Production is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_north_concentrator,Demo North Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Site Services & G&A,736809,651900,-84909,-0.11523882037271532,2.792000757862827,2.4608357555396174,0,270476,0.0,critical,Copper Production,Copper Production is 3.2% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Mine Operations,1441183,1437750,-3433,-0.0023820708404137434,8.36923925667828,8.810822404706458,0,11733,0.0,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Process Plant,1310166,1225500,-84666,-0.06462234556537111,7.608397212543554,7.510111533276136,0,11733,0.0,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-01,2025-01-01,2025,1,1,Jan 2025,Site Services & G&A,524067,535800,11733,0.022388358740390066,3.043362369337979,3.283490623850962,11733,11733,1.0,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Mine Operations,1408639,1385100,-23539,-0.01671045597914015,8.281240446796001,8.424670032236483,0,4768,0.0,critical,Copper Production,Copper Production is 6.7% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Process Plant,1280581,1212600,-67981,-0.05308606015550754,7.528400940623163,7.375463779575451,0,4768,0.0,critical,Copper Production,Copper Production is 6.7% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-02,2025-02-01,2025,2,1,Feb 2025,Site Services & G&A,512232,517000,4768,0.009308282184635088,3.011358024691358,3.144577580439146,4768,4768,1.0,critical,Copper Production,Copper Production is 6.7% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Mine Operations,1396101,1366700,-29401,-0.02105936461617032,8.20511901263591,8.374387254901961,0,23427,0.0,critical,Copper Production,Copper Production is 7.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Process Plant,1269183,1184400,-84783,-0.06680124142854103,7.459200705260065,7.257352941176471,0,23427,0.0,critical,Copper Production,Copper Production is 7.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-03,2025-03-01,2025,3,1,Mar 2025,Site Services & G&A,507673,531100,23427,0.04614584584959216,2.983679106670585,3.2542892156862746,23427,23427,1.0,critical,Copper Production,Copper Production is 7.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Mine Operations,1405345,1386450,-18895,-0.013445097111385461,8.161120789779327,8.31205035971223,0,34165,0.0,critical,Copper Production,Copper Production is 5.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Process Plant,1277586,1201200,-76386,-0.05978932142337189,7.419198606271777,7.201438848920863,0,34165,0.0,critical,Copper Production,Copper Production is 5.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-04,2025-04-01,2025,4,2,Apr 2025,Site Services & G&A,511035,545200,34165,0.06685452072754312,2.9676829268292684,3.2685851318944845,34165,34165,1.0,critical,Copper Production,Copper Production is 5.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Mine Operations,1391685,1343650,-48035,-0.03451571296665553,8.129001168224299,8.183506912723065,0,34433,0.0,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Process Plant,1265168,1176700,-88468,-0.06992589126503358,7.39,7.166697119191181,0,34433,0.0,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-05,2025-05-01,2025,5,2,May 2025,Site Services & G&A,506067,540500,34433,0.06804039781293782,2.955998831775701,3.2919178999939094,34433,34433,1.0,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Mine Operations,1397088,1366750,-30338,-0.02171516754850088,8.085,8.1689677843524,0,41868,0.0,critical,Copper Production,Copper Production is 6.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Process Plant,1270080,1184900,-85180,-0.06706664147140337,7.35,7.08206323590939,0,41868,0.0,critical,Copper Production,Copper Production is 6.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-06,2025-06-01,2025,6,2,Jun 2025,Site Services & G&A,508032,549900,41868,0.08241213151927437,2.94,3.2867132867132867,41868,41868,1.0,critical,Copper Production,Copper Production is 6.1% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Mine Operations,1408783,1401400,-7383,-0.005240693563167642,8.04099885844749,8.279569892473118,0,47015,0.0,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Process Plant,1280712,1205400,-75312,-0.05880478983565392,7.31,7.121588089330025,0,47015,0.0,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-07,2025-07-01,2025,7,3,Jul 2025,Site Services & G&A,512285,559300,47015,0.09177508613369512,2.9240011415525116,3.304383788254756,47015,47015,1.0,critical,Copper Production,Copper Production is 6.3% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Mine Operations,1407472,1386000,-21472,-0.01525572089533575,7.997,8.151023288637967,0,42792,0.0,critical,Copper Production,Copper Production is 4.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Process Plant,1279520,1201300,-78220,-0.06113229961235463,7.27,7.064808280404611,0,42792,0.0,critical,Copper Production,Copper Production is 4.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-08,2025-08-01,2025,8,3,Aug 2025,Site Services & G&A,511808,554600,42792,0.08360947855445792,2.908,3.2615855092919315,42792,42792,1.0,critical,Copper Production,Copper Production is 4.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Mine Operations,1461621,1449650,-11971,-0.008190221678533628,8.029119973632168,8.428197674418605,0,27801,0.0,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Process Plant,1328746,1226400,-102346,-0.0770245028018899,7.299197978466271,7.130232558139535,0,27801,0.0,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-09,2025-09-01,2025,9,3,Sep 2025,Site Services & G&A,531499,559300,27801,0.052306777623288093,2.919682487365414,3.2517441860465115,27801,27801,1.0,critical,Copper Production,Copper Production is 10.4% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Mine Operations,1482871,1461500,-21371,-0.01441190771145973,8.073121733449478,8.285147392290249,0,20074,0.0,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Process Plant,1348064,1247400,-100664,-0.07467301255726731,7.339198606271777,7.071428571428571,0,20074,0.0,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-10,2025-10-01,2025,10,4,Oct 2025,Site Services & G&A,539226,559300,20074,0.037227433395273964,2.9356816202090594,3.1706349206349205,20074,20074,1.0,critical,Copper Production,Copper Production is 5.8% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Mine Operations,1538699,1522800,-15899,-0.010332755139244258,8.105241255794352,8.309052218038959,0,13873,0.0,critical,Copper Production,Copper Production is 6.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Process Plant,1398817,1294300,-104517,-0.07471813682561765,7.368399705014749,7.062257870900857,0,13873,0.0,critical,Copper Production,Copper Production is 6.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-11,2025-11-01,2025,11,4,Nov 2025,Site Services & G&A,559527,573400,13873,0.024794156492894893,2.947360935524652,3.1287171932122004,13873,13873,1.0,critical,Copper Production,Copper Production is 6.9% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Mine Operations,1557320,1563300,5980,0.003839930136388154,8.14924123495552,8.49204193600956,5980,17782,0.33629512990664717,critical,Copper Production,Copper Production is 7.2% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Process Plant,1415745,1333000,-82745,-0.058446259743103454,7.40839874411303,7.241023412461296,0,17782,0.0,critical,Copper Production,Copper Production is 7.2% below plan.,sample_demo_monthly_monitoring,True
demo_south_concentrator,Demo South Concentrator,2025-12,2025-12-01,2025,12,4,Dec 2025,Site Services & G&A,566298,578100,11802,0.02084061748408082,2.963359497645212,3.140311804008909,11802,17782,0.6637048700933529,critical,Copper Production,Copper Production is 7.2% below plan.,sample_demo_monthly_monitoring,True
